,id,question.question_concept,question.choices,question.stem,keywords
79,1da772e014dc60f790ac921bcfdf549a,hiking,"[{'label': 'A', 'text': 'enjoy nature'}, {'label': 'B', 'text': 'get tired'}, {'label': 'C', 'text': 'get lost'}, {'label': 'D', 'text': 'pick flowers'}, {'label': 'E', 'text': 'drink water'}]",What do you need to do while hiking to not get sick?,"['hiking', 'sick', 'need']"
80,2a23800d9897030fdc7a9a286694ea6f,ferret,"[{'label': 'A', 'text': 'north america'}, {'label': 'B', 'text': 'rocky mountains'}, {'label': 'C', 'text': 'own home'}, {'label': 'D', 'text': 'work'}, {'label': 'E', 'text': 'out of doors'}]",The black footed ferret is settling in large numbers in what geographic region?,"['ferret', 'geographic', 'region', 'footed', 'settling']"
81,54548d73316e95b20965f971e75a116b,hearing testimony,"[{'label': 'A', 'text': 'ears'}, {'label': 'B', 'text': 'boredom'}, {'label': 'C', 'text': 'frustration'}, {'label': 'D', 'text': 'careful listening'}, {'label': 'E', 'text': 'ability to hear'}]",What could you have but still not be able to be hearing testimony if it is damaged?,"['testimony', 'hearing', 'damaged', 'able']"
82,fa9d57256b02efa856f9c585c112a141,harpsichord,"[{'label': 'A', 'text': 'concert hall'}, {'label': 'B', 'text': 'music shop'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'band'}, {'label': 'E', 'text': 'mansion'}]",Where might an antique harpischord be found?,"['harpischord', 'antique']"
83,2232f7c9fbdd2ab72fda34c5ab1eeda7,fire,"[{'label': 'A', 'text': 'cleansing'}, {'label': 'B', 'text': 'warm room'}, {'label': 'C', 'text': 'hot chocolate'}, {'label': 'D', 'text': 'warm hands'}, {'label': 'E', 'text': 'help people'}]",What would a homeless person need if they already have a fire to stand next to?,"['homeless', 'stand', 'person', 'need']"
84,6baa05d256dc723d6040986a354e229c,animals,"[{'label': 'A', 'text': 'keep alive'}, {'label': 'B', 'text': 'snack'}, {'label': 'C', 'text': 'need to eat'}, {'label': 'D', 'text': 'bite'}, {'label': 'E', 'text': 'lie down'}]","If an animal has gone days without food, what is its likely desire?","['food', 'desire', 'animal', 'days', 'likely']"
85,1e565c6e6f0a9216ed43328ca7060379,spam,"[{'label': 'A', 'text': 'ham'}, {'label': 'B', 'text': 'blam'}, {'label': 'C', 'text': 'splog'}, {'label': 'D', 'text': 'sping'}, {'label': 'E', 'text': 'spick'}]","Spam comes in a can, what other type of similar meat comes in a can?","['meat', 'spam', 'type', 'similar', 'comes']"
86,709ec266b92bc2d2cf3f749e721e880c,grape,"[{'label': 'A', 'text': 'book'}, {'label': 'B', 'text': 'fruit stand'}, {'label': 'C', 'text': 'painting'}, {'label': 'D', 'text': 'field'}, {'label': 'E', 'text': 'winery'}]",Grapes are often depicted in what sort of artistic expression involving pigments?,"['pigments', 'grapes', 'artistic', 'depicted', 'expression']"
87,4cefa8256eeb65cb59e9ccd226b76989,light bulb,"[{'label': 'A', 'text': 'room'}, {'label': 'B', 'text': 'idea'}, {'label': 'C', 'text': 'basement'}, {'label': 'D', 'text': 'theatre'}, {'label': 'E', 'text': 'lamp'}]","When fixing a light bulb to a larger piece of furniture, what is created?","['bulb', 'furniture', 'light', 'fixing', 'piece']"
88,7e2cd3e8603f7382ca599c6214c09f40,go to sleep,"[{'label': 'A', 'text': 'dream'}, {'label': 'B', 'text': 'rest up'}, {'label': 'C', 'text': 'get up early'}, {'label': 'D', 'text': 'pillow'}, {'label': 'E', 'text': 'nap'}]","The character in the horror story was afraid to go to sleep, this is because the monster came upon him in a what?","['horror', 'monster', 'afraid', 'sleep', 'story']"
89,96f1ec19683e5fe6aa0581da455ed913,wool,"[{'label': 'A', 'text': 'craft store'}, {'label': 'B', 'text': 'clothing store'}, {'label': 'C', 'text': 'fabric store'}, {'label': 'D', 'text': 'make a product'}, {'label': 'E', 'text': 'sweater'}]","If you have some wool, what could you use it for?","['wool', 'use']"
90,ebbc0aeabef3636fcef1db2335d397cd,wool,"[{'label': 'A', 'text': 'craft store'}, {'label': 'B', 'text': 'fabric store'}, {'label': 'C', 'text': 'seamstress'}, {'label': 'D', 'text': 'sweater'}, {'label': 'E', 'text': 'clothing store'}]",Where could you get something that is made out of wool and ready to use?,"['wool', 'use', 'ready']"
91,8055f4c058cb7f75048a7567f33344c8,captain,"[{'label': 'A', 'text': 'follower'}, {'label': 'B', 'text': 'private'}, {'label': 'C', 'text': 'deckhand'}, {'label': 'D', 'text': 'military'}, {'label': 'E', 'text': 'manual'}]",The captain made an order about a knot and the who did it?,"['knot', 'captain', 'order', 'did']"
92,c4d6b72979a717e699e96605c4f6974c,releasing energy,"[{'label': 'A', 'text': 'dancing'}, {'label': 'B', 'text': 'exercising'}, {'label': 'C', 'text': 'sex'}, {'label': 'D', 'text': 'sweat'}, {'label': 'E', 'text': 'motion'}]","He enjoyed releasing energy in a healthy way, he always made time for what?","['energy', 'time', 'healthy', 'releasing', 'enjoyed']"
93,84c802b1abc620e16a701cb3d5dcaa53,clerks,"[{'label': 'A', 'text': 'mail office'}, {'label': 'B', 'text': 'post office'}, {'label': 'C', 'text': 'store'}, {'label': 'D', 'text': 'shop'}, {'label': 'E', 'text': 'stock shelves'}]",James and Jim were clerks who sorted stuff.  Where might they work?,"['clerks', 'jim', 'james', 'work', 'stuff']"
94,bbf271a16f66ced481869ac9246753fd,gazelle,"[{'label': 'A', 'text': 'trophy room'}, {'label': 'B', 'text': 'ball gown'}, {'label': 'C', 'text': 'hat'}, {'label': 'D', 'text': 'kalahari desert'}, {'label': 'E', 'text': 'wildlife refuge'}]",A gazelle is the mascot of their high school.  Jane stood under a picture of one while wearing what?,"['gazelle', 'mascot', 'jane', 'wearing', 'school']"
95,7b5526c0858ce164739c714d37215847,person,"[{'label': 'A', 'text': 'high wages'}, {'label': 'B', 'text': 'husband or wife'}, {'label': 'C', 'text': 'headache'}, {'label': 'D', 'text': 'walking'}, {'label': 'E', 'text': 'stay alive'}]",WHo is the most important person in someone's life?,"['important', 'person', 'life']"
96,d54709b9f05fcfcb7d89542bac81beac,monkey,"[{'label': 'A', 'text': 'rain forest'}, {'label': 'B', 'text': 'captivity'}, {'label': 'C', 'text': 'french government'}, {'label': 'D', 'text': 'bushes'}, {'label': 'E', 'text': 'madagascar'}]",What is a monkey in a zoo in?,"['zoo', 'monkey']"
97,fc189a0c02c7db71e3123cd7f0b4cef8,doctor,"[{'label': 'A', 'text': 'emergency room'}, {'label': 'B', 'text': 'nursing home'}, {'label': 'C', 'text': 'medical school'}, {'label': 'D', 'text': 'dentist'}, {'label': 'E', 'text': 'golf course'}]",Where does a doctor work slowly?,"['doctor', 'work', 'slowly', 'does']"
98,cd53be591ce29cca772c7b5bb5e4bcb7,faucet,"[{'label': 'A', 'text': 'water fountain'}, {'label': 'B', 'text': 'draw water'}, {'label': 'C', 'text': 'sink'}, {'label': 'D', 'text': 'bathroom or kitchen'}, {'label': 'E', 'text': 'restroom'}]",The broken faucet uncontrollable poured water into something.  What might that be?,"['faucet', 'water', 'poured', 'uncontrollable', 'broken']"
99,8d5edc8511298586e2cc0c0f58757491,deodorant,"[{'label': 'A', 'text': 'spray'}, {'label': 'B', 'text': 'medicine cabinet'}, {'label': 'C', 'text': 'drum sticks'}, {'label': 'D', 'text': 'grocery store'}, {'label': 'E', 'text': 'own bathroom'}]",Danny didn't like roll-on deoderant.  He preferred what?,"['deoderant', 'danny', 'roll', 'didn', 'preferred']"
100,1e22d463619bde9ee5130867eeaf0509,weasel,"[{'label': 'A', 'text': 'natural history museum'}, {'label': 'B', 'text': 'the arlington cemetery'}, {'label': 'C', 'text': 'chicken coop'}, {'label': 'D', 'text': 'washington dc'}, {'label': 'E', 'text': 'cherry tree'}]","The populace wasn't excited to vote, they knew no matter who they chose it was just another weasel they were sending where?","['populace', 'weasel', 'vote', 'wasn', 'chose']"
101,bbc744818da76fc80327d03ac23f0f27,committing perjury,"[{'label': 'A', 'text': 'jail time'}, {'label': 'B', 'text': 'go to jail'}, {'label': 'C', 'text': 'criminal prosecution'}, {'label': 'D', 'text': 'mistrial'}, {'label': 'E', 'text': 'injustices'}]",Jane was afraid of committing perjury at a trial.  What might perjury lead to?,"['perjury', 'jane', 'trial', 'afraid', 'committing']"
102,3622381c889f08b6c7146b49a8806567,changing society,"[{'label': 'A', 'text': 'confusion and chaos'}, {'label': 'B', 'text': 'draught'}, {'label': 'C', 'text': 'no water'}, {'label': 'D', 'text': 'acceptance'}, {'label': 'E', 'text': 'change in leadership'}]","Global warming is causing problems in California, and our rapidly changing society still can't keep up with it.   In addition to wildfires, they also have what?","['wildfires', 'california', 'warming', 'causing', 'problems']"
103,683b7d13a459f5e6e310fbb2b2b9606c,person,"[{'label': 'A', 'text': 'to climb a tree'}, {'label': 'B', 'text': 'feel ashamed'}, {'label': 'C', 'text': 'work at home'}, {'label': 'D', 'text': 'gain weight'}, {'label': 'E', 'text': 'live happily'}]","If a person is feeling sad, what do they often seek?","['feeling', 'seek', 'sad', 'person']"
104,26ed1dc67dd9e6edf45eb7d1a9ef04b1,animal,"[{'label': 'A', 'text': 'live long'}, {'label': 'B', 'text': 'feel pain'}, {'label': 'C', 'text': 'run away'}, {'label': 'D', 'text': 'eating'}, {'label': 'E', 'text': 'fight for life'}]",What does the animal need to do?,"['animal', 'need', 'does']"
105,a04ed842e50830e6da7d62a0a53207c1,pretend,"[{'label': 'A', 'text': 'people believe'}, {'label': 'B', 'text': 'agree'}, {'label': 'C', 'text': 'laughter'}, {'label': 'D', 'text': 'religion'}, {'label': 'E', 'text': 'can fool'}]",What do people pretend to do when someone they like tells a joke?,"['pretend', 'joke', 'like', 'people', 'tells']"
106,26cf1eca0eafba24ed7efe1c8c4f6170,sloth,"[{'label': 'A', 'text': 'universe'}, {'label': 'B', 'text': 'wilderness'}, {'label': 'C', 'text': 'dictionary'}, {'label': 'D', 'text': 'commercial'}, {'label': 'E', 'text': 'math book'}]","Jane turned to a random page and saw ""sloth."" What might she have been looking at?","['sloth', 'jane', 'page', 'saw', 'looking']"
107,19b33e90b3e2d133f7a8d7674a431eca,computer,"[{'label': 'A', 'text': 'think'}, {'label': 'B', 'text': 'get a virus'}, {'label': 'C', 'text': 'run programs'}, {'label': 'D', 'text': 'process information'}, {'label': 'E', 'text': 'make decisions'}]",What can a computer do quickly?,"['computer', 'quickly']"
108,1a21a3b77a805f7a453ff7dc69efb845,hands,"[{'label': 'A', 'text': 'articulate'}, {'label': 'B', 'text': 'sign language'}, {'label': 'C', 'text': 'cup face'}, {'label': 'D', 'text': 'soft'}, {'label': 'E', 'text': 'cup water'}]","I had nothing but my hands from which to survive in the woods, what did I use them for?","['hands', 'woods', 'use', 'survive', 'did']"
109,03aac4e041884106a614b7a101dd1f4d,men,"[{'label': 'A', 'text': 'gods'}, {'label': 'B', 'text': 'boys'}, {'label': 'C', 'text': 'ladies'}, {'label': 'D', 'text': 'children'}, {'label': 'E', 'text': 'lady'}]","Before we can become men, we are?",['men']
110,011e451bc75b78fe4960a9915d05213f,paint,"[{'label': 'A', 'text': 'fulfilment'}, {'label': 'B', 'text': 'draw'}, {'label': 'C', 'text': 'park'}, {'label': 'D', 'text': 'with brush'}, {'label': 'E', 'text': 'wallpaper'}]","Rather than make a mess removing it all, they just decided to paint over the what?","['paint', 'mess', 'removing', 'make', 'just']"
111,71abe27c155a5e582883919e74ff0bc1,cymbal,"[{'label': 'A', 'text': 'drumkit'}, {'label': 'B', 'text': 'music store'}, {'label': 'C', 'text': 'your brother'}, {'label': 'D', 'text': 'symphony orchestra'}, {'label': 'E', 'text': 'marching band'}]",Who is likely to have a large cymbal?,"['cymbal', 'large', 'likely']"
112,b2ffa6f4d7ea097907fb89d611963350,driving to work,"[{'label': 'A', 'text': 'ongoing issue'}, {'label': 'B', 'text': 'transportation cost'}, {'label': 'C', 'text': 'stress'}, {'label': 'D', 'text': 'getting there'}, {'label': 'E', 'text': 'road rage'}]","While driving to work, what might a person be dreading?","['driving', 'dreading', 'work', 'person']"
113,44d474361e046b556b48b31e1bf5b611,cold,"[{'label': 'A', 'text': 'baking'}, {'label': 'B', 'text': 'prepared'}, {'label': 'C', 'text': 'amiable'}, {'label': 'D', 'text': 'opposite of hot'}, {'label': 'E', 'text': 'chilly'}]","John acted cold, but in reality he was very what?","['john', 'cold', 'acted', 'reality']"
114,35c2b1c7637dc83575bb26c1d9553336,small dog,"[{'label': 'A', 'text': 'aspca'}, {'label': 'B', 'text': 'kenne'}, {'label': 'C', 'text': 'basket'}, {'label': 'D', 'text': 'next door'}, {'label': 'E', 'text': ""person's home""}]",Where would a small dog that is someone's pet live?,"['pet', 'dog', 'small', 'live']"
115,50151d231fade66bc95684562d161958,deliver,"[{'label': 'A', 'text': 'take away'}, {'label': 'B', 'text': 'pick up'}, {'label': 'C', 'text': 'ship'}, {'label': 'D', 'text': 'keep'}, {'label': 'E', 'text': 'receiving'}]","The package was set t o deliver the next day, but the customer had the option to go what it now?","['deliver', 'customer', 'package', 'option', 'day']"
116,7d0f388d8c9c8dbf7c2143c804bfab1c_1,bacteria,"[{'label': 'A', 'text': 'water'}, {'label': 'B', 'text': 'petri dish'}, {'label': 'C', 'text': 'ground'}, {'label': 'D', 'text': 'dirt'}, {'label': 'E', 'text': 'finger'}]",The biohemist mom feared her dirt eating child would consume bacteria what did she avoid with him?,"['bacteria', 'biohemist', 'dirt', 'mom', 'child']"
117,8e9852f85771fceacf387d727b0772e5,getting,"[{'label': 'A', 'text': 'wanting more'}, {'label': 'B', 'text': 'conquest'}, {'label': 'C', 'text': 'ownership'}, {'label': 'D', 'text': 'disappointment'}, {'label': 'E', 'text': 'satisfaction'}]","He liked the car and decided to buy it, he was now getting what of his first vehicle?","['car', 'vehicle', 'buy', 'getting', 'decided']"
118,1055f0701fef17174ca35a6d7be66842,breathing fresh air,"[{'label': 'A', 'text': 'breathe deeply'}, {'label': 'B', 'text': 'look around'}, {'label': 'C', 'text': 'living'}, {'label': 'D', 'text': 'feeling good'}, {'label': 'E', 'text': 'fresh air'}]","The two woke up and went out on the cabin's porch, they were breathing fresh air and one remarked ""now this is what I call what""?","['cabin', 'porch', 'air', 'breathing', 'fresh']"
119,a30f60507591ad14d87daa1a5a557f2f,get warm,"[{'label': 'A', 'text': 'feel more comfortable'}, {'label': 'B', 'text': 'swimming pool'}, {'label': 'C', 'text': 'sleep'}, {'label': 'D', 'text': 'start to sweat'}, {'label': 'E', 'text': 'sweating'}]",When will you be unable to get warm since you will not know that you are cold?,"['warm', 'cold', 'unable', 'know']"
120,463019f928bd81579eaec5bfc9ce298a,letter,"[{'label': 'A', 'text': 'swimming pool'}, {'label': 'B', 'text': 'post office'}, {'label': 'C', 'text': 'envelope'}, {'label': 'D', 'text': 'mail box'}, {'label': 'E', 'text': 'alphabet'}]",Where can you go to have a person assist you in mailing a letter?,"['mailing', 'letter', 'assist', 'person']"
121,6884a0deac2a638822f4946dfa8e3eb2,going to work,"[{'label': 'A', 'text': 'leave home'}, {'label': 'B', 'text': 'stress'}, {'label': 'C', 'text': 'malaise'}, {'label': 'D', 'text': 'anger'}, {'label': 'E', 'text': 'making money'}]",What is the ultimate goal of going to work?,"['work', 'goal', 'going', 'ultimate']"
122,65ca5ca4ca1774d67adb78eeef8cc7d5,run,"[{'label': 'A', 'text': 'walk quickly'}, {'label': 'B', 'text': 'walking'}, {'label': 'C', 'text': 'stand still'}, {'label': 'D', 'text': 'walk slowly'}, {'label': 'E', 'text': 'go quickly'}]",James was scared to run through the course because he feared injury.  What might he do instead?,"['injury', 'run', 'james', 'feared', 'scared']"
123,88007fc6a84123e90b792dc1807de427,dental office,"[{'label': 'A', 'text': 'minnesota'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'michigan'}, {'label': 'D', 'text': 'nebraska'}, {'label': 'E', 'text': 'town'}]","If I am looking for a dental office in Ann Arbor, what state am I likely in?","['dental', 'arbor', 'state', 'ann', 'office']"
124,178872169facd619022718ff94993b34,person,"[{'label': 'A', 'text': 'feel loved'}, {'label': 'B', 'text': 'cross street'}, {'label': 'C', 'text': 'laugh out loud'}, {'label': 'D', 'text': 'cry'}, {'label': 'E', 'text': 'hurry home'}]",What does a person do when they hear a joke?,"['joke', 'person', 'hear', 'does']"
125,e0fee64a8401f66e3c35c79d8519844e,teacher,"[{'label': 'A', 'text': 'time test'}, {'label': 'B', 'text': 'tell story'}, {'label': 'C', 'text': 'lower expectations'}, {'label': 'D', 'text': 'quit'}, {'label': 'E', 'text': 'encourage'}]",Johnny's teacher felt that he had such potential that he should not do what?,"['johnny', 'teacher', 'potential', 'felt']"
126,f6e88f129e0cc58d9c04765b37f152fe,person,"[{'label': 'A', 'text': 'look beautiful'}, {'label': 'B', 'text': 'intellectual stimulation'}, {'label': 'C', 'text': 'compliments'}, {'label': 'D', 'text': 'she was late'}, {'label': 'E', 'text': 'time to rest'}]","The person spent all morning putting on make-up and elegant clothing, what was their result?","['morning', 'clothing', 'elegant', 'result', 'person']"
127,2b0e5425d86ac18c47cd1806a74fb284,get warm,"[{'label': 'A', 'text': 'more comfortable'}, {'label': 'B', 'text': 'heater on'}, {'label': 'C', 'text': ""you're cold""}, {'label': 'D', 'text': 'heat stroke'}, {'label': 'E', 'text': 'feel comfortable'}]",When would you need to get warm?,"['warm', 'need']"
128,f514fdb807c433be25529cc79610e3b3,servant,"[{'label': 'A', 'text': 'free person'}, {'label': 'B', 'text': 'slave'}, {'label': 'C', 'text': 'lord'}, {'label': 'D', 'text': 'boss'}, {'label': 'E', 'text': 'in charge'}]",James was the servant.   Max was his what?,"['servant', 'james', 'max']"
