,question.stem,keywords,answer
274,"The whole family was playing cards, they were full of joy and what?","['cards', 'family', 'playing', 'joy']",happiness
275,Jimmy wanted a beer but his wife was an alcoholic on probation.  Where might he go?,"['jimmy', 'alcoholic', 'beer', 'probation', 'wife']",
276,What country has with the capital of Amsterdam has a Fortis bank?,"['amsterdam', 'bank', 'capital', 'fortis', 'country']",netherlands
277,What building has a ot of glue bottles?,"['glue', 'bottles', 'building', 'ot']",school
278,"The king was to meet an ambassador, where would the meet?","['ambassador', 'king', 'meet']",throne room
279,Where do kids play with a ball that is concrete?,"['ball', 'concrete', 'play', 'kids']",street
280,Diving off a cliff for a cartoon character often ends in comedic what?,"['cartoon', 'comedic', 'cliff', 'diving', 'character']",splats
281,Jimmy didn't like going to the party.  It seemed like the guys there did nothing but what?,"['jimmy', 'party', 'guys', 'didn', 'like']",getting drunk
282,Where does a person need to get when they have more kids?,"['kids', 'need', 'person', 'does']",larger house
283,Where would a special ficus be found?,"['ficus', 'special']",
284,"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?","['qualifications', 'job', 'apply', 'james', 'experience']",rejection
285,What is a sign that you might not be living soon?,"['living', 'sign', 'soon']",palpitations
286,"Riding bike through rough terrain can be dangerous, one could find themselves what?","['bike', 'terrain', 'riding', 'dangerous', 'rough']",falling down
287,What would a document be if it is not obtuse?,"['document', 'obtuse']",clear
288,For convenience some customers want things straight to the doorstep and use what?,"['convenience', 'customers', 'doorstep', 'things', 'use']",mail orders
289,"What is a great, but non-specific, overall benefit of exercise?","['exercise', 'benefit', 'overall', 'specific', 'great']",good health
290,Where does a spoon go on one side of a plate?,"['spoon', 'plate', 'does']",table setting
291,Where is a note likely to indicate a melody?,"['melody', 'note', 'indicate', 'likely']",sheet music
292,what can years of playing tennis lead to?,"['tennis', 'years', 'playing', 'lead']",tennis elbow
293,Where would you be going if using a parking lot near a roller coaster?,"['parking', 'coaster', 'roller', 'near', 'lot']",amusement park
294,What does a virus primarily do to a person?,"['virus', 'primarily', 'person', 'does']",infect
295,Where would you go if you didn't feel like baking a cake yourself?,"['cake', 'baking', 'feel', 'like', 'didn']",bakery
296,Where are floors kept clean for holy purposes?,"['floors', 'clean', 'purposes', 'holy', 'kept']",synagogue
297,Where will a bullet projectile be found during a war?,"['projectile', 'bullet', 'war']",battle field
298,What is a place that might not always have a queen?,"['queen', 'place']",castle
299,What do you need to be to learn hard concepts?,"['learn', 'concepts', 'hard', 'need']",intelligent
300,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?","['addictions', 'addicts', 'exercise', 'healthy', 'turn']",expend energy
301,A night owl is what you'd head at sunset and you'd hear a what at sunrise?,"['sunrise', 'sunset', 'owl', 'night', 'head']",lark
302,What place is not interesting to children?,"['children', 'place', 'interesting']",classroom
303,What do rich people like in terms of bagels?,"['bagels', 'rich', 'people', 'like', 'terms']",plain
304,A shop will give you what for your purchases?,"['purchases', 'shop']",container
305,Where is small knight likely to be found?,"['knight', 'small', 'likely']",chess board
306,How can you get in shape if there is no land nearby?,"['land', 'shape', 'nearby']",swim
307,What might a person receive from their boss if they do a poor job?,"['boss', 'job', 'poor', 'receive', 'person']",criticism
308,The cabinets were imported from the south. John bought they because he knew that they would look good.  Where might they be installed?,"['cabinets', 'south', 'john', 'installed', 'imported']",kitchen
309,What might two people competing get into?,"['competing', 'people']",argument
310,What are ai machines known for doing?,"['ai', 'machines', 'known', 'doing']",answering questions
311,"Bob and Boris were standing in a queue at the grocery store.  They were standing in place.  The line was fast, but the children in front of them were loud.   They were what?","['children', 'loud', 'queue', 'boris', 'standing']",being annoyed
312,A blowfish lives free. He lives on his own. Where does he live?,"['blowfish', 'free', 'live', 'lives', 'does']",great outdoors
313,Where is a paper notice likely to be left on a house?,"['house', 'notice', 'paper', 'left', 'likely']",front door
314,"People are purposefully harming others, what trait are they exhibiting?","['harming', 'trait', 'people', 'purposefully', 'exhibiting']",cruel
315,The child pounded his mitt in excitement while enjoying his first game in the bleachers where?,"['bleachers', 'child', 'game', 'mitt', 'excitement']",baseball stadium
316,"After eating a dinner of uncooked chicken, what was felt by the poor man?","['chicken', 'uncooked', 'dinner', 'eating', 'poor']",illness
317,"The obsessive man was always washing hands, he had even done it so much once that it caused a what?","['obsessive', 'washing', 'hands', 'caused', 'man']",irritation
318,"The person is laying on the beach, why would he do that?","['beach', 'laying', 'person']",sun himself
319,"The spoiled child's playroom was massive, but only one of many rooms in the what?","['playroom', 'rooms', 'child', 'spoiled', 'massive']",big house
320,"There's a lot to reproducing, but it begins and end with new life by giving what?","['reproducing', 'life', 'giving', 'new', 'begins']",birth
321,Where is known to always have snow?,"['snow', 'known']",north pole
322,What does someone want when having fun with their friends and trying to fit in?,"['friends', 'fun', 'fit', 'want', 'having']",being understood
323,"The parents thought their children should learn teamwork, what were they signed up for?","['teamwork', 'parents', 'children', 'learn', 'thought']",play sports
324,If a human is sleepy what can they do to feel more alert?,"['sleepy', 'feel', 'human', 'alert']",drink coffee
325,What is a place that could have hundreds of sporting goods store?,"['store', 'place', 'sporting', 'hundreds', 'goods']",city
326,"The little girl was raised selfish, she didn't even care when she was doing what?","['selfish', 'care', 'girl', 'little', 'raised']",being mean
327,"People want to explore space, so what should they use to do it?","['explore', 'space', 'use', 'people', 'want']",space shuttle
328,Where might I find unusual varieties of roses?,"['roses', 'varieties', 'unusual']",botanic garden
329,Where would you put a light?,['light'],desk
330,What can happen to you when eating hamburger from someone that you do not know that does not happen when you usually eat a hamburger?,"['hamburger', 'eating', 'eat', 'usually', 'know']",food poisoning
331,When he touched the exposed wire he shouldn't have found it surprising that he got what?,"['wire', 'surprising', 'exposed', 'touched', 'shouldn']",shocked
332,"If one sees a fox and is standing in a landlocked, southern state, where is this person?","['fox', 'southern', 'landlocked', 'state', 'standing']",arkansas
333,"The priest pushed for more orthodox behavior, what kind of behavior was he trying to stop?","['orthodox', 'priest', 'behavior', 'pushed', 'trying']",heretical
334,"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?","['breathing', 'air', 'fresh', 'felt', 'car']",breathe deeply
335,"The cow would come outside even after the storm had passed, it wouldn't leave the what?","['cow', 'storm', 'outside', 'wouldn', 'leave']",red barn
336,Where would you get a contraceptive if you do not have one?,['contraceptive'],health center
337,Where would a Martian find the Indian Ocean?,"['ocean', 'martian', 'indian']",earth
338,Where would a ficus plant brighten up a room?,"['ficus', 'plant', 'brighten', 'room']",apartment
339,"The turkey needed to be kept from spoiling, what is useful in this situation?","['turkey', 'useful', 'spoiling', 'situation', 'kept']",fridge
340,Sam found a giant hole in the plain.  What might this hole be called?,"['hole', 'sam', 'giant', 'plain', 'called']",gorge
