,answerKey,id,question.question_concept,question.choices,question.stem,keywords
77,A,d57ca8ce3f5ef4794d127c2385228698,reduce,"[{'label': 'A', 'text': 'gain weight'}, {'label': 'B', 'text': 'augment'}, {'label': 'C', 'text': 'dispare'}, {'label': 'D', 'text': 'make larger'}, {'label': 'E', 'text': 'expand'}]","Jamie wanted to reduce her waist size, but all of her efforts failed miserably.  She continued to do what?","['waist', 'jamie', 'reduce', 'efforts', 'miserably']"
78,A,d6503fc1f87e3e2caeb7bf8e16526e0f,losing consciousness,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'coma'}, {'label': 'C', 'text': 'peace'}, {'label': 'D', 'text': 'forgetfulness'}, {'label': 'E', 'text': 'loss of life'}]",James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,"['james', 'consciousness', 'frightened', 'scared', 'felt']"
79,D,1c16c914f3e9e99c678d6f1ec30194a8,meeting people,"[{'label': 'A', 'text': 'stress'}, {'label': 'B', 'text': 'nervousness'}, {'label': 'C', 'text': 'smile'}, {'label': 'D', 'text': 'being bored'}, {'label': 'E', 'text': 'making new friends'}]","If someone is aloof and self-important, what is their experience when meeting people?","['aloof', 'meeting', 'self', 'experience', 'people']"
80,B,a7b24b7ab7f0065c8688ee84d47899f1,metal rod,"[{'label': 'A', 'text': 'factory'}, {'label': 'B', 'text': 'construction site'}, {'label': 'C', 'text': 'engine'}, {'label': 'D', 'text': ""insides of skyscraper's walls""}, {'label': 'E', 'text': 'shops'}]","He was receiving workman's compensation, he had tripped over a metal rod while building where?","['compensation', 'workman', 'tripped', 'building', 'metal']"
81,C,e97a7b91a1ca85f362c42e04c983fc2a,communicating,"[{'label': 'A', 'text': 'static'}, {'label': 'B', 'text': 'train of thought.'}, {'label': 'C', 'text': 'progress'}, {'label': 'D', 'text': 'transfer of information'}, {'label': 'E', 'text': 'collaboration'}]",John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,"['communicating', 'communicate', 'slowed', 'time', 'john']"
82,C,bc07822ca1f8892b80d632b9c03e1187,dog,"[{'label': 'A', 'text': 'alive'}, {'label': 'B', 'text': 'health'}, {'label': 'C', 'text': 'fun'}, {'label': 'D', 'text': 'playing dead'}, {'label': 'E', 'text': 'black'}]",When you play around with your dog they will have?,"['dog', 'play']"
83,E,367a52860ea02568f014242ec1967d78,book,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'library of congress'}, {'label': 'C', 'text': 'classroom'}, {'label': 'D', 'text': 'in bed'}, {'label': 'E', 'text': 'desk'}]",Where would a person keep a book while it's being read?,"['book', 'read', 'person']"
84,A,ca9a3ccfb140aa66816f96ac983b6d9f,pencils,"[{'label': 'A', 'text': 'store'}, {'label': 'B', 'text': 'classroom'}, {'label': 'C', 'text': 'backpack'}, {'label': 'D', 'text': 'cabinet'}, {'label': 'E', 'text': 'teacher'}]","The student needed to  get some new pencils, where did he go?","['pencils', 'student', 'new', 'needed', 'did']"
85,A,591221f7cf4790253d19b08d9ea1f77e,buying products,"[{'label': 'A', 'text': 'desire'}, {'label': 'B', 'text': 'money'}, {'label': 'C', 'text': 'time'}, {'label': 'D', 'text': 'credit'}, {'label': 'E', 'text': 'spending money'}]","She loved buying products, she was driven by her what to shop more than any practical needs?","['shop', 'products', 'needs', 'buying', 'practical']"
86,B,cf9904211d9c602da9e41be0e3b24aff,getting paid,"[{'label': 'A', 'text': 'income tax'}, {'label': 'B', 'text': 'satisfaction'}, {'label': 'C', 'text': 'sorrow'}, {'label': 'D', 'text': 'ocean'}, {'label': 'E', 'text': 'bill collectors to happy'}]",How does getting paid feel?,"['feel', 'getting', 'paid', 'does']"
87,D,864ff0aa11611d0de8865034ac0ecb86,possible,"[{'label': 'A', 'text': 'no go'}, {'label': 'B', 'text': 'unlikely'}, {'label': 'C', 'text': 'unable'}, {'label': 'D', 'text': 'cant do'}, {'label': 'E', 'text': 'impossibility'}]","The fat man refused to accept what was possible, he complained that he what the simplest activities?","['fat', 'activities', 'simplest', 'complained', 'man']"
88,E,d4ebade47b1e84ab403efc715a7ca991,meat,"[{'label': 'A', 'text': 'backery'}, {'label': 'B', 'text': 'ham sandwich'}, {'label': 'C', 'text': 'fridge'}, {'label': 'D', 'text': 'butcher shop'}, {'label': 'E', 'text': 'freezer'}]",Where can meat last a long time?,"['meat', 'long', 'time']"
89,B,3c0a8fd4547feaa73b8e5d797e7ecc76,cello,"[{'label': 'A', 'text': 'ocean'}, {'label': 'B', 'text': 'symphony'}, {'label': 'C', 'text': 'band'}, {'label': 'D', 'text': 'music store'}, {'label': 'E', 'text': 'music shop'}]",What group of musicians will include someone playing the cello?,"['cello', 'musicians', 'group', 'playing', 'include']"
90,D,ad3aa40dec688333dba0b88e325481ea,bee,"[{'label': 'A', 'text': 'trash can'}, {'label': 'B', 'text': 'honey'}, {'label': 'C', 'text': 'bouquet of flowers'}, {'label': 'D', 'text': 'rose garden'}, {'label': 'E', 'text': 'field of flowers'}]",Where do bees congregate with red flowerS?,"['bees', 'flowers', 'red', 'congregate']"
91,A,1bca9774955d7e794a6e48ffcf95e728,getting drunk,"[{'label': 'A', 'text': 'violence'}, {'label': 'B', 'text': 'falling down'}, {'label': 'C', 'text': 'vomiting'}, {'label': 'D', 'text': 'vomiting'}, {'label': 'E', 'text': 'lower standards'}]",What is someone who gets angry after getting drunk likely to participate in?,"['drunk', 'angry', 'participate', 'likely', 'gets']"
92,C,68b13a7a996a07b8ea6731349d9348a4,listening,"[{'label': 'A', 'text': 'empathy'}, {'label': 'B', 'text': 'anxiety'}, {'label': 'C', 'text': 'knowlege'}, {'label': 'D', 'text': 'falling down'}, {'label': 'E', 'text': 'hear things'}]","The teacher told all the students that listening was key, it was the main way they would gain what?","['listening', 'teacher', 'students', 'key', 'gain']"
93,A,c12221a251d96e691753cfd3ac0b33c4,dream,"[{'label': 'A', 'text': 'reality'}, {'label': 'B', 'text': 'imagination'}, {'label': 'C', 'text': 'dreamworker'}, {'label': 'D', 'text': 'nightmare'}, {'label': 'E', 'text': 'awake'}]",Stanley had a dream that was very vivid and scary. He had trouble telling it from what?,"['stanley', 'dream', 'scary', 'vivid', 'telling']"
94,D,de450d514150b9ff12c25026253116f8,garden,"[{'label': 'A', 'text': 'wasteland'}, {'label': 'B', 'text': 'ocean'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'parking lot'}, {'label': 'E', 'text': 'flowers'}]",The city's community garden was demolished for yet another what?,"['garden', 'demolished', 'community', 'city']"
95,D,042ce5d57aed06e6988c3739050fb1e4,cat,"[{'label': 'A', 'text': ""dog's mouth""}, {'label': 'B', 'text': 'floor'}, {'label': 'C', 'text': 'garage'}, {'label': 'D', 'text': 'trouble'}, {'label': 'E', 'text': 'nature'}]",WHat do cats get into when they are ripping things apart?,"['cats', 'things', 'ripping', 'apart']"
96,B,77a4a131e9083f6a4c70e8f88df54056,losing weight,"[{'label': 'A', 'text': 'increased energy'}, {'label': 'B', 'text': 'healthier'}, {'label': 'C', 'text': 'loose skin'}, {'label': 'D', 'text': 'beauty'}, {'label': 'E', 'text': 'death'}]",What is a good result of losing weight?,"['weight', 'losing', 'result', 'good']"
97,D,5f26970bd0b7b4a38f185aa5d5688717,person,"[{'label': 'A', 'text': 'demonstration'}, {'label': 'B', 'text': 'conference'}, {'label': 'C', 'text': 'building'}, {'label': 'D', 'text': 'garage'}, {'label': 'E', 'text': 'mouth'}]",A person lived in my what?,"['person', 'lived']"
98,B,8adc90ed047cb821793c84567a14d2e2,skin,"[{'label': 'A', 'text': 'good health'}, {'label': 'B', 'text': 'finger'}, {'label': 'C', 'text': 'meat'}, {'label': 'D', 'text': 'body'}, {'label': 'E', 'text': 'own family'}]","The skin was cut while chopping onions, where was this skin likely cut?","['skin', 'onions', 'cut', 'chopping', 'likely']"
99,C,167c0dc61979a026ebeb721f9513bda2,doing housework,"[{'label': 'A', 'text': 'anger'}, {'label': 'B', 'text': 'not boredom'}, {'label': 'C', 'text': 'stress'}, {'label': 'D', 'text': 'boredom'}, {'label': 'E', 'text': 'anxiety'}]",What might you feel after doing housework for hours?,"['housework', 'hours', 'feel', 'doing']"
100,C,1cc14f6c9ae4435ddb4e4c520eee0065,calculator,"[{'label': 'A', 'text': 'desk drawer'}, {'label': 'B', 'text': 'desktop'}, {'label': 'C', 'text': 'office'}, {'label': 'D', 'text': 'wristwatch'}, {'label': 'E', 'text': 'city hall'}]","The accountant used a calculator regularly, he kept one at home and one at the what?","['calculator', 'accountant', 'used', 'home', 'regularly']"
101,E,49430bdae459f7368471e14391d0eeb1,waiter,"[{'label': 'A', 'text': 'serve food'}, {'label': 'B', 'text': 'eat'}, {'label': 'C', 'text': 'set table'}, {'label': 'D', 'text': 'serve meal'}, {'label': 'E', 'text': 'present bill'}]",At the end of your meal what will a waiter do?,"['waiter', 'meal', 'end']"
102,A,e63b2dd1db7e1bd707956a41d3d2a83c,glad,"[{'label': 'A', 'text': 'depressed'}, {'label': 'B', 'text': 'downcast'}, {'label': 'C', 'text': 'angry'}, {'label': 'D', 'text': 'unhappy'}, {'label': 'E', 'text': 'sorrowful'}]","If you aren't glad, unhappy or gloomy, what illness may you have?","['illness', 'unhappy', 'gloomy', 'aren', 'glad']"
103,A,b18afff8078a6baa334b8bfb21db8624,hear testimony,"[{'label': 'A', 'text': 'go to church'}, {'label': 'B', 'text': 'appear in court'}, {'label': 'C', 'text': 'watch soap operas'}, {'label': 'D', 'text': 'paying attention'}, {'label': 'E', 'text': 'go into court'}]",You can hear testimony of how spirituality changes lives when you do what?,"['spirituality', 'testimony', 'lives', 'changes', 'hear']"
104,D,84a559081220249df3a27f1f406594f6,rest,"[{'label': 'A', 'text': 'active'}, {'label': 'B', 'text': 'hunger'}, {'label': 'C', 'text': 'in motion'}, {'label': 'D', 'text': 'wakefulness'}, {'label': 'E', 'text': 'lay down'}]","It was a great rest, she had never felt this much what in the morning?","['morning', 'rest', 'felt', 'great']"
105,C,eefde762b9bf947d1c1b87fea4bbe6b4,temple,"[{'label': 'A', 'text': 'jerusalem'}, {'label': 'B', 'text': 'jewish community'}, {'label': 'C', 'text': 'middle east'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'mosque'}]",Which region has the most famous temple?,"['temple', 'region', 'famous']"
106,D,2a258ed37974c9226cbb32cfbf88d4f0,bee,"[{'label': 'A', 'text': 'united states'}, {'label': 'B', 'text': 'sky'}, {'label': 'C', 'text': 'court'}, {'label': 'D', 'text': 'field of flowers'}, {'label': 'E', 'text': 'orchard'}]",Where would you find a bee gathering pollen?,"['bee', 'pollen', 'gathering']"
107,D,308b1c17a0dc5273d442dba191789de7,folding chair,"[{'label': 'A', 'text': 'roof'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'beach'}, {'label': 'D', 'text': 'closet'}, {'label': 'E', 'text': 'garage'}]",Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,"['chair', 'doors', 'folding', 'house', 'plan']"
108,A,5f3357cd75e10f08d46195289d1a823d,getting divorce,"[{'label': 'A', 'text': 'being married'}, {'label': 'B', 'text': 'sisters'}, {'label': 'C', 'text': 'marriage'}, {'label': 'D', 'text': 'two people'}, {'label': 'E', 'text': 'lawyer'}]","If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?","['divorce', 'lawyer', 'relationship', 'status', 'speaking']"
109,C,8c157adc2027737cefb4ee0d6c9836d6,geese,"[{'label': 'A', 'text': 'carried by people'}, {'label': 'B', 'text': 'guard house'}, {'label': 'C', 'text': 'fly'}, {'label': 'D', 'text': 'follow ultralight airplane'}, {'label': 'E', 'text': 'group together'}]",How do geese normally get from place to place?,"['geese', 'place', 'normally']"
110,E,688772598f69066794067c48197a9ab2,punching,"[{'label': 'A', 'text': 'hostility'}, {'label': 'B', 'text': 'anger'}, {'label': 'C', 'text': 'nose'}, {'label': 'D', 'text': 'fists'}, {'label': 'E', 'text': 'hands'}]",John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,"['punching', 'knuckles', 'john', 'bloodying', 'wall']"
111,E,6874cbf68869d5482b719778f85b09a5,small dog,"[{'label': 'A', 'text': 'living room'}, {'label': 'B', 'text': 'dog park'}, {'label': 'C', 'text': 'basket'}, {'label': 'D', 'text': 'small apartment'}, {'label': 'E', 'text': 'big house'}]","Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?","['dog', 'indoors', 'space', 'small', 'felt']"
112,A,397efef2f7c69fbb8f7507f2907196e3,death,"[{'label': 'A', 'text': 'suicide'}, {'label': 'B', 'text': 'overdosing'}, {'label': 'C', 'text': 'sadness'}, {'label': 'D', 'text': 'murder'}, {'label': 'E', 'text': 'cyanide'}]",WHat leads to someone's death when they are very depressed?,"['death', 'depressed', 'leads']"
113,D,6741642ade99f46b6086e9468f327b49,staying in bed,"[{'label': 'A', 'text': 'resting'}, {'label': 'B', 'text': 'sleep more'}, {'label': 'C', 'text': 'bed sores'}, {'label': 'D', 'text': 'missing out'}, {'label': 'E', 'text': 'comfort'}]","She was sick and staying in bed the day of the event, unfortunately this meant she was what?","['event', 'bed', 'day', 'sick', 'unfortunately']"
114,D,c4dcfeacbbc2d365a6fc34d8811e4ed6,lizard,"[{'label': 'A', 'text': 'new mexico'}, {'label': 'B', 'text': 'forrest'}, {'label': 'C', 'text': 'dessert'}, {'label': 'D', 'text': 'garden'}, {'label': 'E', 'text': 'creek'}]",Where would a lizard surprise a person?,"['lizard', 'surprise', 'person']"
115,B,64ce22ee28a83119363b83a83de1ae92,food,"[{'label': 'A', 'text': 'picnic'}, {'label': 'B', 'text': ""friend's house""}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'space shuttle'}, {'label': 'E', 'text': 'fairgrounds'}]","They were getting together for the big game, he wasn't hosting but made sure to bring pretty of food with him over to where?","['bring', 'food', 'hosting', 'wasn', 'game']"
116,A,46376ac886af06e85beac37f3391c357,heart,"[{'label': 'A', 'text': 'person'}, {'label': 'B', 'text': 'species'}, {'label': 'C', 'text': 'artichoke'}, {'label': 'D', 'text': 'all mammals'}, {'label': 'E', 'text': 'live animal'}]",Who is likely yo have a caring heart?,"['caring', 'heart', 'yo', 'likely']"
117,A,4bc34224aaa443baad6ccae86e11f3ab,alcohol,"[{'label': 'A', 'text': 'pub'}, {'label': 'B', 'text': 'plane'}, {'label': 'C', 'text': 'beer'}, {'label': 'D', 'text': 'store'}, {'label': 'E', 'text': 'fraternity house'}]","I'm looking for alcohol and fried foods, any suggestions?","['foods', 'suggestions', 'alcohol', 'fried', 'looking']"
118,E,9fd4737d024fb0d6a9f047bed295bddb,jar,"[{'label': 'A', 'text': 'kitchen cupboard'}, {'label': 'B', 'text': 'pantry'}, {'label': 'C', 'text': 'grocery store'}, {'label': 'D', 'text': 'pantry'}, {'label': 'E', 'text': 'refrigerator'}]","If I had a jar which was likely to spoil if left out, where would I want to put it?","['jar', 'spoil', 'left', 'want', 'likely']"
119,B,2713983edc30c6391b9aa4ef2cb7ed79,blowfish,"[{'label': 'A', 'text': 'books'}, {'label': 'B', 'text': 'france'}, {'label': 'C', 'text': 'fish market'}, {'label': 'D', 'text': 'atlantic ocean'}, {'label': 'E', 'text': 'cuba'}]",Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,"['sam', 'sushi', 'paris', 'blowfish', 'place']"
120,B,478a2734a41c208d54b79e165590c8d2,skin,"[{'label': 'A', 'text': 'feel cold'}, {'label': 'B', 'text': 'feel pressure'}, {'label': 'C', 'text': 'feel bumpy'}, {'label': 'D', 'text': 'itches'}, {'label': 'E', 'text': 'feel clammy'}]",What will happen to skin pinched in something?,"['pinched', 'skin', 'happen']"
121,D,8f338dbffed1b6489297aeeace0e6388,kite,"[{'label': 'A', 'text': ""child's hand""}, {'label': 'B', 'text': 'the last straw'}, {'label': 'C', 'text': 'hobby shop'}, {'label': 'D', 'text': 'end of line'}, {'label': 'E', 'text': 'toy store'}]","Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.","['kite', 'string', 'spool', 'sally', 'slipped']"
122,E,2060c15ad927d63db327f6277abee731,grooming,"[{'label': 'A', 'text': 'looking good'}, {'label': 'B', 'text': 'beauty'}, {'label': 'C', 'text': 'tardiness'}, {'label': 'D', 'text': 'handsomeness'}, {'label': 'E', 'text': 'neatness'}]","The man uses grooming before a job interview, what is he trying to portray?","['grooming', 'interview', 'job', 'portray', 'man']"
123,C,a74b9266de3c155863231cc6eae36dce,chair,"[{'label': 'A', 'text': 'auditorium'}, {'label': 'B', 'text': 'office'}, {'label': 'C', 'text': 'synagogue'}, {'label': 'D', 'text': 'confession'}, {'label': 'E', 'text': 'church'}]",Where would there be many people sitting in chair and listening to religious speech?,"['religious', 'speech', 'sitting', 'chair', 'listening']"
124,D,78cc94259c69fe5860663cfb709e12d0,tabby cat,"[{'label': 'A', 'text': 'box'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'alley'}, {'label': 'D', 'text': 'lap'}, {'label': 'E', 'text': 'barn'}]",Where is a tabby cat likely to be happiest?,"['tabby', 'cat', 'happiest', 'likely']"
125,C,0207126210b7d3c65da2f62b175e0e99,coast,"[{'label': 'A', 'text': 'florida'}, {'label': 'B', 'text': 'denmark'}, {'label': 'C', 'text': 'united states'}, {'label': 'D', 'text': 'map'}, {'label': 'E', 'text': 'california'}]",East coast areas such as Florida are found where?,"['coast', 'florida', 'east', 'areas']"
